,star_score,reple,date
16441,10,보면서 여러번 경기일으킴....잘만들었다....이렇게 잘만들줄몰랐는데 다들 좀비 연기를 잘한다소.희.빼.고,2016-07-21 00:59:00
16442,10,나만재밌게봤나? 재밌는데 근데 좀비 동선이 좀에바였음뭔가짜여진틀에서 움직이는듯함..,2016-07-21 00:58:00
16443,6,워킹데드가 나오는 세상에 이정도 영화는 아쉽다. 제이슨본 나오기전까진 그래도 볼만한 영화.,2016-07-21 00:56:00
16444,10,우와~~~ 간만에 감동적이고 잼있는 영화 봤네요 ㅎㅎ,2016-07-21 00:56:00
16445,3,마동석 분량이 끝날때쯤부터 극도의 지루함으로 치닫는 한국형 좀비물 신파극,2016-07-21 00:56:00
16446,7,어영부영 양산형 미국 좀비물 보다는 훨 나음..이정도면  재밌다 7점은 줘야함.. 공포영화는 원래 평점이 짜기 때문에 7이면 수작임. 8점 넘어가는건 거의 대작수준.  9점짜린 희대의 명작이라고 할까. ㅋ,2016-07-21 00:55:00
16447,5,고속버스 아재 탐켄치 같이 생겨서 진짜 탐켄치 빙의했나 w로 같은편 먹고 버리듯이 자기는 잘살아남는다 진짜 탐켄치 트롤을 보는듯 한 영화다 ㄹㅇ,2016-07-21 00:52:00
16448,6,좀비물로서는 뭔가 부족한 느낌이고 재난영화에 가깝다. 흥미로운 요소들을 갖고 있는데 왜 유료 시사회까지 할까라는 생각을 했었는데.. 생각보다 재미없어서였구나. 나쁘다까진 아니나 되게 재밌다도 아닌. 집에서 보면 충분히 재밌겠으나 영화관까진 글쎄 ,2016-07-21 00:50:00
16449,5,이걸 내돈주고 안봐서 천만다행....,2016-07-21 00:49:00
16450,10,"전혀 어색한 부분 없이 자연스러웠던 영화였던 것 같다. 연기도, 좀비도, 감동도, 스릴도, 좀 짜증나긴 하지만 현실적인 사람 이야기도",2016-07-21 00:47:00
16451,10,정말 현실로 터지면 각오해야할껏같은 영화,2016-07-21 00:47:00
16452,10,최고임 말이필요없음 꼭보시길!!,2016-07-21 00:47:00
16453,10,짱 재밌었고 너무 슬펐어요.  연기를 다들 너무 잘하시네요,2016-07-21 00:46:00
16454,7,신선했고 사람이 가장 잔인한거같다,2016-07-21 00:46:00
16455,9,주인공들이 많이죽어서많이아쉬워요ㅜㅜ,2016-07-21 00:46:00
16456,10,방금막보고왔는데 아직까지여운이남네요..ㅠ 진짜생각보다 너무잘만들어서 재밌게봤습니다,2016-07-21 00:44:00
16457,9,환타 사서 극장 들어갔는데 긴장감 몰입도 최고라서 한 모금도 못 먹음 ㅜㅡㅜ,2016-07-21 00:44:00
16458,9,좀비들 연기에도 감명..,2016-07-21 00:41:00
16459,10,좀비영화 좋아하는 나로써는 상당히 재밌게봄한국에서도 이런영화가 나오는구나,2016-07-21 00:41:00
16460,6,진부하기 짝이없는 영화. 보고나면 재미없다는 생각만 듬,2016-07-21 00:41:00
16461,9,어마어마하네요 우와~~!,2016-07-21 00:41:00
16462,8,가끔 한국영화 특유에 신파가 보이긴 하지만..생각보다는 지루하지않고 재미있네요^^,2016-07-21 00:39:00
16463,8,"좀비들의 연기가,, 대박입니다",2016-07-21 00:39:00
16464,9,처음부터 끝까지 긴장하고 분노하고 슬퍼하고 무서워하고 등장인물들에게 감정이입해서 너무 재밌게 봤습니당..!소희 연기는 물론 딸리긴 하지만 거슬릴 정도는 아니던데..너무 소희 발연기 얘기만 하니까 더 그렇게 보이는 것도 있는 듯 하여 좀 안타깝네요ㅠㅠ ,2016-07-21 00:39:00
16465,8,깜놀하는 장르 좋아하시면 강추..마지막에 힘이 좀 빠지네요..우울해졌음..,2016-07-21 00:39:00
16466,10,역시 공유.. 영화가 끝나도 긴 여운이 남는 영화,2016-07-21 00:39:00
16467,9,약깐 설국열차와 연가시가 결합하여 사회에 대한 비판 의식이  담겨있는 질 좋은 영화입니다. 스포일러 그런거 신경쓰지 마세요. 누가 죽는건 중요하지 않더라고옄ㅋㅋ 하여튼 후회안하고 결말이 너무 허무해서 9점정도 생각합니다 ,2016-07-21 00:38:00
16468,10,와 한국형 웰메이드 좀비영화,2016-07-21 00:37:00
16469,10,보세요   다른말 필요 읍삼,2016-07-21 00:37:00
16470,9,와 진짜 역대급이에요....공유랑 마동석 너무 멋있고,2016-07-21 00:36:00
16471,8,솔직히 이건 SNS랑 예고편이 영화의 전부...,2016-07-21 00:36:00
16472,9,의문점은 많이 남지만.. 결론적으론 재밌었다.,2016-07-21 00:30:00
16473,10,아진짜ㅠㅠㅠㅠ너무너무ㅜ누뮤너무너무너무너무재밌어요 ㅡㅠㅠㅠ마지막에 너무 슬ㄹ프고 진짜 재밋고 걀국 사람이 잔인하다 무섭다를 알려주는 영화같아욤,2016-07-21 00:30:00
16474,8,재밌게봤어요   가볍게 즐기면 좋은 영화인듯,2016-07-21 00:30:00
16475,9,"한국 좀비 영화, 성공적 안착",2016-07-21 00:30:00
16476,10,인생에서 중요한게.뭔지!!!긴장감도 최고~,2016-07-21 00:30:00
16477,8,"초반의 질주가 멈칫멈칫 할때, 후반을 끌고갈 동력이 소실되는 느낌. 개인적으로 헐리웃에서 리메이크 되면 어떨까 싶음",2016-07-21 00:30:00
16478,9,재밌습니다 중간중간 마동석 최우식을 보며 피식거리기도했고 좀비물을 어색하지않게 잘 만든것 같아요. 지루하지않게 요소 배치도 잘됐구요. 조금 아쉬운점이 있다면 몇 배우의 연기력과 약간의 감정과잉입니다,2016-07-21 00:28:00
16479,10,넘 재미있고 감동적...ㅜㅜ 우리아빠한테 잘해야겠다는 생각듬,2016-07-21 00:23:00
16480,10,와..진짜 감동에다가 재미에다가 스릴까지.... 진짜  인생영화중 하나로 꼽힘...  진짜추천해요,2016-07-21 00:23:00
16481,8,영화가 너무발암ㅠㅠ 결말도 2%아쉬웠지만 그래도 스릴+긴박감은 짱이었다,2016-07-21 00:23:00
16482,10,좀비보다 더 무서웠던 사람의 이기심에 대한 이야기였네요. 잘 봤습니다.,2016-07-21 00:22:00
16483,9,2시간동안 심장쫄깃했다,2016-07-21 00:20:00
16484,7,"기대 안 한 한국 좀비 영화치곤 선방했지. 하지만, 다 된 영화에 소희뿌리기.",2016-07-21 00:20:00
16485,10,마블리에게 맞는 좀비가 불쌍했음,2016-07-21 00:19:00
16486,10,최근 본 한국영화 중 최고!!!정말 스릴넘칩니다.,2016-07-21 00:19:00
16487,8,기대만큼 좋았네요. 좀비가 조금 더 무서웠더라면.. 그애도 한국형 재난영화로 보면 긴장감과 스토리 모두 괜찮았습니다.,2016-07-21 00:18:00
16488,9,우리나라에서 만든 좀비영화치고는 상당한 수준이지 싶다,2016-07-21 00:18:00
16489,10,와 시작부터 숨쉴틈 없이 미쳤네요,2016-07-21 00:18:00
16490,10,와..  시간금방가더라,2016-07-21 00:17:00
16491,9,제대로 된 좀비 영화로서 의미를 두고 싶다~,2016-07-21 00:16:00
16492,8,예고편이 최고로 재미납니다,2016-07-21 00:16:00
16493,7,"재미를 떠나서 내용면에서 허술한 부분이 많았다..처음에는 실망스러웠지만,막상 집에오니까 그 아슬아슬한 추격신들이 자꾸만 생각난다. 그래도 한국좀비물의 새로운 지평을 열었다는 점에 만족. 덤으로 안소희 연기는 진짜..영화관 모든 관객이 비웃을만큼 심각 ",2016-07-21 00:16:00
16494,10,부산행 진짜재밌어요 추천할께요! 조금 잔인하지만 내용이 진짜 현실인것같아 빠져들어요 연기진짜잘하고 모두 멋있고 이뻐요. 다시가서 또볼꺼예요. 절대 후회안해요 내몸에 있던 온갖 감정들이 다 튀어나왔어요 진짜 말을 못할정도로 너무 재밌어요. 꼭 보세요!! ,2016-07-21 00:14:00
16495,10,솔직히 우리나라 좀비물치고 긴장감있고 좀비생긴것도 리얼ㅋㅋ 2시간이 금방간다는건 재밌다는거라고 생각한다. 역시 믿고보는 마요미♡,2016-07-21 00:13:00
16496,4,한국에 없던영화인건 맞고 시도는 좋았다고 생각하는데 재미는없었다 보다가 자꾸 핸드폰 꺼내보고싶더라,2016-07-21 00:13:00
16497,10,ㅠㅠ....너무슬프다,2016-07-21 00:13:00
16498,8,월드워랑 비슷하긴했지만 손에 땀을쥐게하는 스릴과 중간에 눈물도 자아내는 휴머니즘 좋았어요.,2016-07-21 00:13:00
16499,10,생각했던것보다 훨씬 긴장감넘치고 재밌네요!,2016-07-21 00:12:00
16500,8,재밋는데 기대만큼은 아닌듯,2016-07-21 00:12:00
16501,5,공짜로 봐서 다행인 영화,2016-07-21 00:12:00
16502,8,솔직히 10점은 안되고 8점은 줄수있을듯영화의 속도감이 좋고 좀비 영화의 특색은 다 살려냈다,2016-07-21 00:02:00
16503,10,개 꿀잼이엇다.   마동석쵝호,2016-07-21 00:02:00
16504,8,마지막 너무허무함 ㅎㅎ,2016-07-20 23:58:00
16505,10,좀비는 거들뿐ㅡ인간본성과 사회에 대한 가감없는 반영...원인과 결과는 필요없다. 그저 처한상황에서 발현되는 인간본성과 사회의 모습이 너무나 현실적이므로 공감하지 않을 수 없다,2016-07-20 23:56:00
16506,10,전문가 평 7.25 평식이 형 7점. 이건 9점 짜리네 꼭 본다.,2016-07-20 23:55:00
16507,7,좀비물을 좋아하는 사람으로서 뒤 내용이 예상되는점이 약간 아싑 ㅠㅠ,2016-07-20 23:52:00
16508,8,좀 징그럽긴했지만 집중력은 최고!그마지막에존비된놈때문에 짜증폭발함.,2016-07-20 23:50:00
16509,10,스릴 감동 재미 휴머니즘 모두를 담은 영화,2016-07-20 23:50:00
16510,10,진짜 재밌게 봤습니다!!!  저는 2번 봤어요!!!,2016-07-20 23:46:00
16511,9,"위기의 상황에서 인간군상표현 굿 , 김의성님 마동석님 연기 굿",2016-07-20 23:46:00
16512,7,"한국 좀비영화가 이정도라니 정말 대단하다. 전형적인 감성팔이와 배경설정의 허접함, 허무한 결말은 아쉽지만 그래도 볼만하다!",2016-07-20 23:46:00
16513,10,좀비영화로 포장해 내부에 세상을 묘사했네요 껍데기만 보면 좀비영화가 왜이러나 하겠지만 내부를 보면 10점이에요,2016-07-20 23:45:00
16514,10,이번여름영화에서 최고인듯! 한국에서최초로만든좀비물을 잘만들어서 좋았음,2016-07-20 23:45:00
16515,10,진짜 꿀잼입니다. 사랑하는 내 민블리와 같이봤는데 진짜 감동 액션 긴장감 뭐 하나 놓치는 게 없는 영화이고 좀비들의 연기 대박이니다 스케일은 크지 않지만 cg티 거의 안 나요 부산행 대박,2016-07-20 23:44:00
16516,10,재미있내요..스릴있구,2016-07-20 23:44:00
16517,9,공유  너무  멋찜약간 허무하지만  그래도  시간가는줄  모르고 봄 ㅋㅋㅋ우리나라에서 좀비영화를  이정도로 만든정도면 대단함 ㅋㅋㅋ,2016-07-20 23:43:00
16518,9,공유 얼굴 보기 너무 재밌다,2016-07-20 23:43:00
16519,10,"좀비영화 매니아로써, 한국영화에서 이런 퀄리티 만들줄은 몰랐네요 ㅎㅎ 와이프랑 너무 재밌게 보고 왔습니다. 와~~~",2016-07-20 23:43:00
16520,9,너무 재밌지만 암걸리는줄 알았어요....,2016-07-20 23:42:00
16521,10,완전볼만해요 태어나서첨으로개봉일날영화봄,2016-07-20 23:40:00
16522,9,좋은사람과 봐서 더 즐거웠던시간,2016-07-20 23:37:00
16523,9,정말 재밌었는데 쓰레기같은놈 하나가 영화 다 망쳐놨다,2016-07-20 23:35:00
16524,10,한국에서 좀비영화는 부산행이 처음인것 같은데 이정도면 훌륭하다고 생각한다! 깜짝놀라는것도 많고 좀비보다 사람이 더 무섭다는걸 보여주고 있다,2016-07-20 23:35:00
16525,9,진짜 재밌어요 강추합니다,2016-07-20 23:33:00
16526,10,여러가지 이야기가 공존~~,2016-07-20 23:33:00
16527,9,재밋게 잘봣습니다.  마동석 너무멋잇어요 ㅎㅎ,2016-07-20 23:31:00
16528,6,"나름좋았는데막판에 할머니진짜 왜 좀비문 열어줬는지가 의문임;;과연 현실에서도 그럴까  그냥감독이 이야기짜마출려고 할머니 감성팔이한듯,,",2016-07-20 23:29:00
16529,10,완전 너무 잼있어요!!!!,2016-07-20 23:28:00
16530,9,너무재밌고스릴넘쳐요ㅜㅜ아직도후들후들..,2016-07-20 23:27:00
16531,10,생각하게 만드는 영화 좀비보다 사람이 더 무섭다,2016-07-20 23:27:00
16532,10,오랜만에 시작부터 끝까지 집중하며 볼 수 있어던 영화입니다.,2016-07-20 23:26:00
16533,10,스포만안당하면 끝까지꿀잼인 영화,2016-07-20 23:26:00
16534,10,진짜 기대하고 봤는데 재미있었음.,2016-07-20 23:26:00
16535,10,짱잼. 아 너무재밌다. 같은영화 2번보고싶은적은 처음이네요. 다음애 또보러가야지.,2016-07-20 23:26:00
16536,7,애기는 연기도 못 하고... 암튼 여러모로 발암,2016-07-20 23:25:00
16537,4,보는내내 심장이 쫄깃하긴 했는데 스토리가 너무 빈약하네요 ㅠ,2016-07-20 23:23:00
16538,9,나는 할머니 두 분이 기억에남는다   '감동 + 사이다 + 슬픔'  그리고 마동석은 역시 마동석,2016-07-20 23:20:00
16539,8,"몰입감 좋고 볼만함 근데 끝나고 여운이 딱히.. , 상무도 너무 발암 캐릭터로 만듬.. 혼자 열일 , 소희 어색 좋아하는 애 못 넘어오게 생겼는데 좀 더 발악가능할듯, 마지막 임산부, 아이 사는 거 뻔해서 쫌 벗 한국 첫 좀비 영화치곤 잘 만들어짐! ",2016-07-20 23:19:00
16540,9,공유 연기는 살짝 아쉬웠으나 마동석 연기 최고! 그리고 좀비연기는 월드클래스급! 정말 재밌게 잘 봤습니다:),2016-07-20 23:18:00
16541,10,재미와 감동. 아찔함까지 더없이 잼나게 즐기고 왔슴다~~^^,2016-07-20 23:18:00
16542,10,진짜 이런거 영화보고 처음 써보는데 '부산행' 이건 보고 나서 도저히 평점을 안쓸수가없게 만드네요.... 너무 재밌게 잘봤습니다^^,2016-07-20 23:18:00
16543,9,결말빼고 꿀잼핵잼씨잼,2016-07-20 23:16:00
16544,8,배우가 아닌 감독의 이름을 보고 본 영화입니다.(아무래도 신인 감독이다보니) 외부 입김에  연상호만의 부조리 색깔이 많이 희석되어 안타깝지만 그럼에도 불구하고 흥미롭게 보았습니다.곧 개봉할 &#39;서울역 &#39;애니메이션 기대해봅니다. ,2016-07-20 23:16:00
16545,3,보는내내 답답하고 짜증남 스트레스 더쌓임 원인도 반전도 내용도 없음 도망칠거면 빨리도망치던가 왜 질질끌고 중간중간에 눈물짜는장면도 별로 악역에 감정이입됨,2016-07-20 23:15:00
16546,9,정말 스릴있고재밌었습니다 마동석씨가 짱이었어요 ㅎㅎ,2016-07-20 23:15:00
16547,10,본격 이기주의와 민폐의 끝이 어디인지 보여주는 영화.. 진심 패죽이고 싶은 인간 하나가 첨부터 마지막의 마지막까지 트러블메이커,2016-07-20 23:14:00
16548,7,사람이 참 무서운겁니다 좀비 조심하세요,2016-07-20 23:14:00
16549,7,8점 이상은 아닌듯..,2016-07-20 23:13:00
16550,5,감성팔이 극혐이야....,2016-07-20 23:13:00
16551,10,난 기대 이상이었는데... 재미없다는 사람 뭐지 ㅠㅠㅋㅋ,2016-07-20 23:13:00
16552,10,완전 스릴있고 이정도면 웰메이드 굿굿,2016-07-20 23:13:00
16553,10,재미있었어요 ㅎㅎ마동석짱 ㅎㅎ,2016-07-20 23:12:00
16554,10,긴장감 넘치고 몰입도 최고였는데 마지막에 너무 슬펐어요ㅠ,2016-07-20 23:12:00
16555,10,오랜만에 돈 아깝지 않은 정말 괜찮은 영화.. 완전 추천~^^,2016-07-20 23:12:00
16556,10,너무나두 몰입해서 보았어요 공유짱!!,2016-07-20 23:11:00
16557,10,ㅋ재ㅋ밌어요 생각보다,2016-07-20 23:11:00
16558,10,긴 말 필요없다 그냥보시오,2016-07-20 23:11:00
16559,10,나는 매우 재미있었음 생각보다 좀비가 괜찮았음,2016-07-20 23:11:00
16560,10,솔직히 우리나라 좀비물은 기대안했는데 재밌네요,2016-07-20 23:11:00
16561,10,재밌어!!!!공유마동석땜에봤는데 역시나굿^^진상한명이거슬리긴했지만ㅋ재밌게봤어요감동도받고~,2016-07-20 23:11:00
16562,10,부산행 너무 재밌게봤어요!! 다시보고싶은영화에여,2016-07-20 23:10:00
16563,10,부산행 강추합니다.깜짝깜짝 눈물이 주륵주륵ㅜㅜ,2016-07-20 23:10:00
16564,6,소희야.... 연기 다시한번 생각해줘.... ㅠㅠ,2016-07-20 23:09:00
16565,10,대박ㅋㅋ 넘 무섭지만 재밌오요... 친구손 잘안잡는데 틈날때마다 잡음...,2016-07-20 23:08:00
16566,8,감염경로랑 결말이 영화적으로 부족했고 연기력이 떨어지는 몇몇 배우들이 있었다는게 좀 아쉬웠지만 나쁘지 않게 봤움 돈 주고 한번 봐도 괜찮은 영화인듯 요즘 볼 것도 없고 관객 꽤 나올 느낌..,2016-07-20 23:08:00
16567,8,생각보다 재미있었고 마동석이 생각보다 비중이 적었고 공유가 생각보다 멋지게 나오고 아역배우는 캐스팅 잘못한듯,2016-07-20 23:07:00
16568,7,한국 좀비영화라는 참신함. 그러나 한국 영화란 틀은 벗어나지못한 아쉬움,2016-07-20 23:07:00
16569,10, 영화 후기써보는 건 처음인데요 그만큼 임팩트가 강했고 메세지 전달도 감독님이 원하신대로 된 듯 합니다. 이 영화는 좀비물을 바탕으로 한 사회 비판 영화입니다. 거기에 극단적...이고 나발이고..사장 ㅡㅡ..근데 애가 민폐인 이유가  뭔지 모르겠는데 ,2016-07-20 23:02:00
16570,9,근래 보기 드문 강한 몰입감과 박진감이었다. 실감나는 좀비역으로 열연한 연기자들에게 박수를 보낸다.,2016-07-20 23:01:00
16571,10,"정말 재미있고 스릴과 속도감이 있는 영화이다.가볍게 시간나면 볼 영화가 아니라, 꼭 봐야하는 영화인 것 같다.억지로 눈물을 흘리라고 만들어낸 장면이라도 이입이 잘 되어서 절대 그런 생각이 들지 않았다. 스포를 당해도 재미있게 볼 수 있는 영화 ",2016-07-20 23:00:00
16572,7,신파급행열차  지금 출발합니다,2016-07-20 22:59:00
16573,9,"보는내내 스릴있고 감동도 있다, 사람이 무서워지는 영화",2016-07-20 22:59:00
16574,10,두시간동안 롤러코스터를 타는 기분,2016-07-20 22:59:00
16575,10,긴장의 끈을 놓지않고 손에 땀나도록 꽉쥐고 본 영화. 공유의 연기와 어린아이의 연기가 좋았다. 그리고 마동석은 너무 좋다,2016-07-20 22:58:00
16576,6,해운대와 같이 감성적인 부분을 오래 끄는 게 별로였다.부분부분 재밌는 부분이 있지만 개연성이 부족한듯,2016-07-20 22:57:00
16577,10,정말재밋어요 공유 존멋,2016-07-20 22:53:00
16578,7,재미있다. 후반부 어설픈 신파만 아니었어도 8~9점을 줬을 텐데. 그래서 후반부 신파가 더욱 아쉽다.,2016-07-20 22:52:00
16579,8,늙은 미꾸라지 한 마리가 깨끗한 연못을 진흙으로 만드는게 참 엿같다,2016-07-20 22:51:00
16580,6,음...한국판 좀비물로써 좀비가 리얼하고 배우들 좋았는데..너무 쥐어짜는 억지감성이 진짜 너무 별로였습니다. 진짜 좀비역할분들 잘하시던데요ㅋㅋ,2016-07-20 22:49:00
16581,5,공유의 오랜 팬으로써 사실 공유가 얼굴이 잘생기고 드라마 연기를 잘해서 그랬지 영화로 대박친적은 없다...김종욱 찾기의 키스신 정도..? 그래서 팬이지만 공유 영화는 살짝 거른다,2016-07-20 22:48:00
16582,9,스포가  50000 개인 것이 스포~슬프고 무섭다~,2016-07-20 22:43:00
16583,9,가족애를 자극해서 슬프게 하는 것이 대부분 한국 영화의 단점이지만 그걸 감안하고 봐도 너무 재밌었다 집으로 돌아오는 내내 영화 회상밖에 안했다ㅠㅜ,2016-07-20 22:43:00
16584,10,영화 잘 안보는데 이건 ㄹㅇ 꿀잼이었다,2016-07-20 22:43:00
16585,10,개꿀잼. 예고편이 전부는 아님,2016-07-20 22:43:00
16586,10,헐리우드 블럭버스터 같은 CG는 없지만 스토리와 끊임없는 러닝타임 오~~~ 거기다 공유 마동석 등등의 주연 조연들 모두 찬사를 보냅니다~~^^,2016-07-20 22:42:00
16587,8,애새끼존나보기싫네ㅉㅉ,2016-07-20 22:42:00
16588,7,마동석 하나면 아이언맨 안 부럽다,2016-07-20 22:41:00
16589,10,긴장감 대박!! 신랑이랑 전 너무 재밌게봤네요 ㅎㅎㅎㅎ,2016-07-20 22:40:00
16590,8,좋아요ㅎㅎㅎ히하로노노로오,2016-07-20 22:40:00
16591,9,마동석 연기 굿 재밌었어요,2016-07-20 22:40:00
16592,9,간만에 영화다운 영화를  본것 같음,2016-07-20 22:39:00
16593,4,중간까지는 볼만하나 이후부터 개연성이 떨어지는 듯,2016-07-20 22:39:00
16594,10,마동석 님 생각보다 엄청난 싸움 이었습니다,2016-07-20 22:39:00
16595,10,마동석 그냥 웃기고 멋짐 그리고 뭔가 호불호 갈린다는게 왜그런지알거같음,2016-07-20 22:38:00
16596,6,스케일에비해스토리가..,2016-07-20 22:37:00
16597,10,와...진짜 시간가는줄 모르고 봤어요...대박,2016-07-20 22:37:00
16598,9,시간가는줄 몰랐네요 마지막엔 너무 슬펐습니다,2016-07-20 22:37:00
16599,10,생각했던거 보다 기대이상,2016-07-20 22:35:00
16600,9,국산좀비물이라 걱정했는데 생각외로 재미있네요,2016-07-20 22:35:00
16601,9,재밌습니다.짝짝짝짝,2016-07-20 22:35:00
16602,9,사람... 좀비... 누가 더'악' 인지 고민하게 해주는 영화.,2016-07-20 22:34:00
16603,10,생각보다 재밌었어요...!!!우리 사회에 위기가 닥치면 이렇게 될듯요.,2016-07-20 22:34:00
16604,10,역시 마동석아저씨...ㅠㅠㅠ,2016-07-20 22:34:00
16605,8,다된 영화에 안소희 뿌리기ㅡㅡ;;; 그것빼곤 잘 만든영화 우리나라에서 본적없는 소재 신선하고 재미있음,2016-07-20 22:32:00
16606,9,잘봤어요~@;-~/~^^,2016-07-20 22:31:00
16607,10,아주최고입니다요 따봉,2016-07-20 22:31:00
16608,8,재미있었던 영화. 줄거리나 돌발상황 등이 예상이 갔지만 예상되도 재미있었다. 킬링타임용으로 아주좋음ㅋㅋ,2016-07-20 22:31:00
16609,10,재밌었어요 너무 화나다가 슬프다가 ㅠㅠ 충격받았다가 무섭기도하고ㅠㅠ,2016-07-20 22:31:00
16610,10,두시간동안 전혀 지루하지않았아요~~!!마동석??짱입니다,2016-07-20 22:31:00
16611,5,과대평가. 기승전감동. 과도한스토리연출. 영상미 좋았음. 마동석 역할은 언제나 옳다. 솔직해지자 감수성에 휩싸이지말고.,2016-07-20 22:30:00
16612,10,아  대박  우리나라에서 이 정도 좀비영화를 만들다니...,2016-07-20 22:30:00
16613,10,군더더기 없이 몰입도 짱,2016-07-20 22:30:00
16614,8,좀비는 정말 실감나요.. !! 긴장감의연속!!!하지만 스토리는.. 정말 없습니다. 그냥..킬링타임용 좀비물!!!,2016-07-20 22:28:00
16615,5,재미있었는데 아쉬운 부분이 많네요 ㅎㅎ 7점 영화 정도인듯 억지스러운 부분이 꽤 있네요 난 소희 괜찮던데? 점점 성장해갈거라고 봄,2016-07-20 22:27:00
16616,10,"우리 사회의 많은 요소들을 담고 있었습니다. 문득 문득 감독이 숨겨 놓은 메시지를 찾아가 보면서 영화를 즐기면서 보면 우리 사회에 이기심에 대한 고발과 이기심 만연한 사회에서도 여전히 정의로운 사람들과 아이의 순수함, 희생에 가슴이 아팠습니다. ",2016-07-20 22:26:00
16617,10,정말 끝까지 긴장을 놓칠 수 없는 대단한 영화같아요! 무서웠지만 정말 잘 만든 것 같네요!!,2016-07-20 22:25:00
16618,3,읔 방금보고나왔는데요 공유가 아까와 ㅜㅜ 좀비시작 좀비끝  ㅜㅜ 이럴수가,2016-07-20 22:23:00
16619,10,스포 당하고 봤지만 재밌었음,2016-07-20 22:22:00
16620,9,다른분들은 재미없다고 하시는데 저는 재밌었어요 의외로 괜찮은 영화였다고 생각해요 개봉전부터 엄청 보고 싶었는데 보기 전 페북으로 스포당해서 기대치는 떨어졌지만 그래도 재밌고 감동적이였던것 같아요 근데 보다가 가끔씩 좀 엄청 답답하고 짜증날때가 있었어요 ,2016-07-20 22:22:00
16621,10,평소좀비핵좋아하는데 그렇게나쁘진않다 좀발암물질들이많긴하지만 마동석이짱,2016-07-20 22:21:00
16622,9,재밋다재밋다?:&:&/&,2016-07-20 22:21:00
16623,5,감상 한줄평 : 영화는 만들던 사람이 만들어야 한다.,2016-07-20 22:21:00
16624,7,긴장감 가득스토린 빈약,2016-07-20 22:21:00
16625,9,기차를 한국으로 본거 같다 그 국가에서 일어나는 갈등 비리 사회적편견등등 모든것들을  좀비와  살아남은자에 비유하여 꼭 상위층이아닌 모든사람에 행동에대해 일침을 놓는 그런 뜻이 담겨있는 영화인듯하다.  모두  통합해 좋은사회를 만들고 싶은매세지 같다. ,2016-07-20 22:20:00
16626,4,제작비가 부족했나...제대로 된 조연 연기자들 섭외가 그리 힘들었나 싶다...그리고 아빠와 딸...임산부부부..불쌍할머니..신파 찍기 딱 좋은 조합이더라...좀비도 한국 오니까 신파좀비가 되네...,2016-07-20 22:20:00
16627,10,스포 다 당하고 봤는데도 짱짱 재밌었어요!!! 긴장감도 넘치고 슬프기도 하고ㅠ ㅠㅠ 나중에 또 보고싶네요,2016-07-20 22:19:00
16628,5,8분미리보기를 본사람들은 느꼈겠지만 그게 거의영화에 전부임...설마설마 했는대 진짜.... 그거보고 영화본거 엄청후회중... 그리고 아쉬웠던게 좀비바이러스가 퍼지게된 원인이 전혀안나옴..갑자기 좀비등장해서 오질나게 도망다니는...먼가 많이 아쉬웠던영화 ,2016-07-20 22:19:00
16629,8,웰메이드 영화... 영화 보고 나서 와 이 영화 잘 만들었다 생각 든 영화는 이게 첨임.. 공유 인생연기ㅠㅠ,2016-07-20 22:18:00
16630,10,솔직히 이사건이 무슨이유로 터졌는지 이해안가고 안소희 발연기가 많이 거슬렸지만 한국좀비영화의 한발짝 다가가게 됬고 이 감독이 애니메이션 감독인데 실사 영화를 이정도 퀄리티로 만든거에 칭찬해주고 싶다 부산행으로 한국형 좀비영화 많이 만들어 줬음 좋겠네 ,2016-07-20 22:17:00
16631,7,"한국영화인 것을 감안하면, 기대 이상으로 볼 수 있는 영화. 단 영화 중반부 부터 마음 속 평점이 점점 내려가기 시작한다.",2016-07-20 22:17:00
16632,10,올해 본 영화중엔 제일 볼만했음..,2016-07-20 22:16:00
16633,8,감성팔이 느낌이 조금 있지만 보기 힘들 정도는 아니고 전체적으로 괜찮은 영화였습니다~,2016-07-20 22:15:00
16634,3,어설픈 감동 유도 조잡하고 뻔한스토리 마동석때문에 3점이라도주고갑니다..,2016-07-20 22:14:00
16635,8,거지에 연기가 신의한수,2016-07-20 22:14:00
16636,8,도데체 무엇 때문에 좀비들이 나왔는지 부터 시작하여 내내 억지스러움이 덕지덕지 붙어 있는.. 그러나 최초라기에 요정도,2016-07-20 22:12:00
16637,10,마동석 존멋 눈큰아저씨 암캐,2016-07-20 22:12:00
16638,10,한국영화의 발전이다.그걸로만족.(가장웃겼던건 누가봐도 할머니아닌데 분장하고 가발쓴 할머니역 ㅋㄱㅋ젊은사람인거 너무티나 ㅋㅋ,2016-07-20 22:04:00
16639,10,영화를 보기전 좀비물 매니아로써 한국좀비? 약간 걱정됬지만 영화를 본 순간 그런걱정은 말끔히 사라졌다. 할리우드 좀비물과 더하면 더했지 못하지 않았다. 앞으로의 외국 수출과 사람들의 반응이 기대되는 영화. 수작,2016-07-20 22:04:00
16640,10,우와 진짜노무너무너무 지밋어요,2016-07-20 22:04:00
16641,10,소희발연기인건딱히모르겠음....스포당했지만 보러갔다ㅠㅠ무섭게 잘봤음 근데 스크린x는 왜있는거지...,2016-07-20 22:04:00
16642,6,음... '영화배우들'의 연기는 좋았는데.. 스토리 구성과 전개가 다소 미흡하다고 느껴지는 영화였습니다.,2016-07-20 22:03:00
