,star_score,reple,date
16643,7,여러모로 느낀 점도 많고 감동과 스릴이 다 들어있는 영화. 인생영화 등극,2016-07-20 22:03:00
16644,10,예고편보고 기대했는데 재밌어요 소희연기가 좀안타깝긴하지만,2016-07-20 22:03:00
16645,9,잼잇네요!!!꼭보세요!!,2016-07-20 22:03:00
16646,10,개인적으로 너무 재밌었음.... 같이 간 울엄마는 중간에 나가고 싶다고....ㅠㅠ 엄마가 그런영화는 안좋아하심 동생이랑 나는 2시간 가는줄도 모르고 봤음...♡,2016-07-20 22:02:00
16647,9,어울리지않고 억지스러운 설정이 있긴했지만한국 좀비영화랍시고 2시간을 몰입한 것이 높게 평가하게 되네요... 오랜만에 영화보면서 심장이 뛴 듯...솔직히 예전에 &#39;감기&#39;같은걸 봐서 그런가한국영화에 기대를 안한 것도 있구요... ,2016-07-20 22:01:00
16648,10,한국에서 드디어 제대로된 좀비영화가 나온듯엄청 재밌었는데 끝엔 슬퍼ㅠㅜ  진짜 이거 안보면 후회함,2016-07-20 22:01:00
16649,7,그냥그냥쏘쏘 돈이아깝진않음 서울역보고오세요 엔딩크레딧없음,2016-07-20 22:00:00
16650,9,굳굳 긴장감 ㄷㄷㄷ해요,2016-07-20 21:59:00
16651,10,솔직히 예매하는 그 순간까지도 한국 영화인데 뭘 바라겠냐 싶었고 그냥 삼류 졸작일거라 생각했는데 아니었다. 국내에서 처음 시도한 좀비영화임에도 불구하고 매끄러웠고 영화 속에 내포되있는 의미들을 생각할 수 있었음. 과연 무엇이 선과 악인지에 대해서. ,2016-07-20 21:59:00
16652,8,생각보다 재미있어고 스토리좋음,2016-07-20 21:58:00
16653,8,"한국형 좀비 영화로서 스토리, 연출, cg 모든면에서 이정도면 훌륭하다고 생각한다. 기대 이상.",2016-07-20 21:54:00
16654,9,전혀 기대 안하고 시간 죽이려고 봤는데 긴장감은  최고였음. 진짜 한국영화에서 못보던 긴장감... 후반에 신파적인 내용빼고는 괜찮은 여름영화!!,2016-07-20 21:54:00
16655,8,"후반 기차 전복시 CG티가 너무나서 몰입을 방해하는 장면이 다소 아쉬웠지만, 첫 대형 좀비물치고는 줄거리, 기술력, 연출 고루 만족스러운 영화였습니다.",2016-07-20 21:53:00
16656,10,이건 두번봐도 돈안아까울꺼같다,2016-07-20 21:48:00
16657,10,너무 재밌고 감동적이였어요 가족의 소중함도 느꼈네요,2016-07-20 21:47:00
16658,10,스포 당하고 봤음에도 재밌었던 영화,2016-07-20 21:46:00
16659,9,한국에서 처음으로 이런 영화를 만든거같은데 생각보다 잘 되있어서 재밌게 봤고 공유가 너무 멋있었습니다,2016-07-20 21:44:00
16660,9,한국치고정말 잘만든듯ㅋㅋㅋㅋ전재밌게봤어요~그리고슬퍼서울기도하고ㅋㅋ 재밌음ㅋㅋ,2016-07-20 21:44:00
16661,10,처음으로 평점 남겨봄. 꼭 보세요진짜..방금 보고 나왓는데소름끼쳐서 배아프고 종아리떨림 거기에 슬픔.. 짱!!,2016-07-20 21:43:00
16662,9,한국에서 좀비물이 실패할 것 같았지만 굉장히 잘 만들어진 작품,2016-07-20 21:43:00
16663,10,영화의 내용이 빈약할수밖에 없는게 8월에 부산행 속편 서울역이 나와서 그런건데 알지도못하고 내용이 빈약하네 뭐네 하는거보면 웃음밖에안나옴,2016-07-20 21:43:00
16664,7,한국좀비가 미국좀비보다 더 쎄네 ㅎㄷㄷ,2016-07-20 21:43:00
16665,10,좀비가 퍼지가 된 경위라거나 엔딩후의 이야기 등 몇몇 부분들이 살짝 아쉬웠던 점은 있었지만 그걸 커버할 정도로 너무 재밌었어요! 주연배우들의 연기력과 정말 현실적인 몇 캐릭터들의 모습도 몰입감있게했어요. 좀비연기도 엄청났던것같아요. ,2016-07-20 21:38:00
16666,9,시간가는줄모르고잘봤습니다 마동석님이 전반부는 다끌고나가고후반엔 아역연기가너무좋았습니다,2016-07-20 21:36:00
16667,10,"진짜 재밌었어요  2시간 내내 눈을 다른곳으로 돌린적도 없었구요, 타 좀비영화에서 볼수없던 전개와 감동 그 자체였어요.  뻔한 전개의 외국좀비물만 내내 보다가 한국식 좀비물을 보니까 색다르기도 했구요. 연출면에서 조금 아쉬웠지만 진짜 성공했다고 봅니다 ",2016-07-20 21:35:00
16668,10,너무너무잘만들고 머하나흠잡을게없네요!,2016-07-20 21:34:00
16669,6,연기가 다소 아쉬웠으나 마동석좋다,2016-07-20 21:33:00
16670,6,진짜 스포하는 사람들 너무짜증남..몇명 어떻게 되는지 알고봤지만 좀비분장이나 연기는 진짜 칭찬받을만한듯 이런장르가 많이 나왔으면...보는동안 심장이 쫄깃 ㅜㅜ,2016-07-20 21:32:00
16671,8,심장 쫄깃하면서 봄..,2016-07-20 21:32:00
16672,8,괜찮은거 같은데? 결말은 좀 아쉽다.,2016-07-20 21:31:00
16673,10,진짜 최고입니다 사람이 제일 무서운존재임,2016-07-20 21:31:00
16674,8,악인이 무서운가 좀비가 무서운가?,2016-07-20 21:28:00
16675,9,사람의 이기심을 보여주는 영화,2016-07-20 21:27:00
16676,10,재미있게 잘봤음 꿀쨈~~^^,2016-07-20 21:27:00
16677,5,"총체적난국. 좀비와 관련된 아무런 부연설명도 없이 처음부터 끝까지 그저 좀비한테 쫓기기만 하고, 억지감동을 짜내고, 대사는 오글거리고, 몇몇의 연기는 너무나.. 안타깝네요...ㅠㅠ 아쉽네요..",2016-07-20 21:23:00
16678,7,너무너무 잼잇게 봤어요. 영화 다보고 자막 올라갈때 이영화 도대체 뭐가 남는거지란 질문 들었을때. 머리 한대 얻어맞은기분. 보기는 잼잇게 봤는데 남는게 없엇어용 심장은 제대로 쫄깃햇어요. 제가 무서운걸 못보거든용 ㅠ ,2016-07-20 21:17:00
16679,5,한국좀비물로 이정도면 다행이라생각함. 소희는 왜썻는지모르겟고 할머니가 갑자기 문연거랑 대리는 어디서 어떻게 그런정보를 들어서 전화를한건지... 대리가 정보찾아서 공유한테 전화하는장면 10분만이라도 넣었으면 괜찮았을듯 ,2016-07-20 21:12:00
16680,4,집에서 혼자보시길 영화관람 상식없는사람때문에 잘 보지도못했고 스토리도 대 실망,2016-07-20 21:09:00
16681,5,중간까지 볼만했는데끝이 넘 허무...,2016-07-20 21:07:00
16682,2,아가찌 다음으로 재미없다. 시간낭비정말 재미 더럽게 없다. 감동도없고 그렇다고 웃긴것도아니고..,2016-07-20 21:06:00
16683,3,뻔한스토리 반전 없음 마지막 허무,2016-07-20 21:05:00
16684,7,"좀비는 생각보다 괜찮았지만, 좀비가 생겨난 이유와 마무리가 좀 아쉽네요.",2016-07-20 21:05:00
16685,10,감상평에 줄거리좀 쓰지 마라 구구절절,2016-07-20 21:02:00
16686,10,잼있어. 서울역도 봐야징,2016-07-20 20:58:00
16687,10,부산행은 정말 사람들의 이기심을 잘 보여준영화인것같다.기대한만큼 재미있게 본거같다.. 마지막 부분은 정말 감동적이엇다!,2016-07-20 20:58:00
16688,10,좀비들이 마동석은 피하는거 같은딬ㅋㅋㅋ,2016-07-20 20:57:00
16689,7,연기 너무 잘하셔서 보는 내내 깜짝깜짝놀라고 심장벌렁벌렁했지만!! 내용은ㅠㅠ,2016-07-20 20:52:00
16690,7,"기대도 안하고 평도 안보고 봐서 생각보다 스릴있고 재미있게봤어요! 다만 끝나고 나서 아쉬운 점을 생각해본다면, 몇몇 아쉬운 연기력을 가진 배우들, 구체적설명없이 처음부터끝까지 좀비만 봤다는 점, 허무한 결말...",2016-07-20 20:49:00
16691,10,스포당하고 짜증내며 봤는데 스포따위 상관없어요그 과정만 보더라도 충분히 만족,2016-07-20 20:44:00
16692,10,"짱짱짱!!말이필요없구요 4D로실감나게봐서그런지정말재미있게봤습니다^^ 마동석씨는 역시,힘으로제압하는게멋지십니다~끝까지함께하지못한분들도계셧지만마지막엔눈물날뻔해서,,,,정말재미있게봤습니다^^ 평점이높은이유가있네요^^",2016-07-20 20:44:00
16693,9,솔직히  존잼이었음ㅇㅇㅇ,2016-07-20 20:43:00
16694,10,결말을 알아도 흥미진진하게 본 영화,2016-07-20 20:43:00
16695,9,너무 슬펐어공유 정유미 아역배우 에 눈물이 펑펑 어쩌면 연기를그리맛깔나게잘하던지 몰입이 높았다,2016-07-20 20:43:00
16696,9,금방 보고 왔는데 전반적으로 스릴넘치고 기대이상으로 좀비영화 잘 만든것 같아요.조금 아쉬운 부분도 있지만  재미있네요 추천드려요~~^^,2016-07-20 20:42:00
16697,10,정말 잼나게 봤습니다  슬프기도 하네요 강추드립니다,2016-07-20 20:40:00
16698,10,진짜 재밌어요 정유미 진짜 이뻐요 마동석이 다한 영화,2016-07-20 20:39:00
16699,10,또 하나의 천만 영화 탄생을 축하드립니다.,2016-07-20 20:39:00
16700,8,"억지 감동, 엔딩 너무 허무",2016-07-20 20:31:00
16701,5,무섭고 스릴있는 28주후나 새벽의저주 같은 영화일거란 기대감은 버리시고.. 편하게 보시고 오면 될듯요..한국식 감정짜기가 좀 심했구요..재난영화에다 좀비물을 섞은것 같았어요..,2016-07-20 20:28:00
16702,8,좀비분들 개고생하셨습니다.,2016-07-20 20:18:00
16703,6,재밌긴하나결말이아쉬워요. 그 암걸리는아저씨 진짜보는내내...어휴,2016-07-20 19:46:00
16704,8,좀비보다 무서운건 올바르게 해결하지 못하는 정부와 인간들간의 이기심에 있다,2016-07-20 19:45:00
16705,10,감독님만 봐도 믿고볼수 있는 영화라고 생각합니다만gg,2016-07-20 19:44:00
16706,10,정말 재밌고 감동적이게 봤어요. 영화보다가 오열한적은 처음이에요,2016-07-20 19:44:00
16707,10,마동석의 카리스마는 역시 인정!글고 왠지모르게 빵빵터지더라,2016-07-20 19:43:00
16708,7,"감동코드 넣으려고 플랫폼, KTX, 철길 온갖 역경을 딛고 온 공유가 한순간에 허우적..등 어설픈 설정들이 있긴 하지만 전체를 크게 흐트리진 않는다. 무엇보다 마요미 승!",2016-07-20 19:41:00
16709,10,말이필요없이짱!!!!,2016-07-20 19:38:00
16710,10,2시간동안 전혀 지루하지 않았고 공유는 정말 잘생겼다,2016-07-20 19:38:00
16711,7,장혁 주연의 감기랑 비슷한 느낌이네요.  좀비물 팬으로써 아쉬운면이 조금 있지만  지루하단 느낌은 없었던 영화였습니다.,2016-07-20 19:36:00
16712,10,조심스럽게 천만관객 예상합니다너무 재미있네여 ^^,2016-07-20 19:34:00
16713,8,영화보는 동안 무섭고.조마조마해서 혼났네요ㅋ,2016-07-20 19:26:00
16714,10,동석이형 너무 멋있어요 !,2016-07-20 19:26:00
16715,5,100억이 아니라 10억 아닌가요??,2016-07-20 19:24:00
16716,10,생각지도 못한 새로운 영화였어요 한번 보기에 절대 나쁘지않습니다,2016-07-20 19:24:00
16717,10,생각보다 엄청 재밌었어요!,2016-07-20 19:23:00
16718,10,기대 완전하고 봤는데 정말로 실망을 안했어요 추천합니다!,2016-07-20 19:22:00
16719,10,배우들이 다 호감이 가는 캐릭터임 캐스팅부터 이영화는 먹고들어갔음 꿀잼임,2016-07-20 19:21:00
16720,10,배리배리배리재리배릭굿,2016-07-20 19:21:00
16721,7,그냥 무난무난. 한국에서 좀비영화 만든 것 치고는 잘 만든 거 아닌가? 소희양의 연기력은 어색&신파의 향은 재미를 반감시킨 거 같다,2016-07-20 19:17:00
16722,10,진짜 무서웠음 근데 재밌고 뭔가 스릴 있음,2016-07-20 19:16:00
16723,10,마지막엔 느낀건 가장 생존한 사람은 힘쌘 마동석도 머리 잘쓰던 공유도 아닌 그들에게 보호 받을수 있었던 어린아이와 임산부였다,2016-07-20 19:02:00
16724,9,결말부분이 약간 아쉬워서 9점..  그래도 엄청난 감동을 주었던 영화입니다 굿굿,2016-07-20 19:00:00
16725,9,진짜 영화보는동안 긴장하면서 봄 완전 너무 실감나고 마냥 좋은 영화!!,2016-07-20 19:00:00
16726,8,영화잘봤다 근데 버스회사상무만 빨리죽였어도 살 사람이 한둘이 아니다 ㄹㅇ 민폐 of 갑이다 진짜,2016-07-20 18:59:00
16727,10,기대한것보다 재밌었고 감동도있었다ㅠㅠ,2016-07-20 18:58:00
16728,8,재미있어요 스릴이있내요,2016-07-20 18:58:00
16729,9,별기대 안하고 봤는데 생각보다 재미 있네요 우리나라 좀비 영화로는 최고 네요,2016-07-20 18:58:00
16730,10,졸잼졸댐졸잼졸잼종잼,2016-07-20 18:57:00
16731,10,마동석공유정유미 연기 넘좋았어요,2016-07-20 18:56:00
16732,9,미지막이 조금 허무했을뿐 그래도 재밌었음,2016-07-20 18:55:00
16733,10,감동 + 스릴 두가지 다있는영화 ㅠㅠㅠ대박,2016-07-20 18:55:00
16734,10,좀비들완전실감나고 배우들연기도 좋았어요 !!,2016-07-20 18:55:00
16735,9,좀비영화의 한획을 긋는영화 몰입감 상당,2016-07-20 18:54:00
16736,8,재밌게봤습니다.재밌었어요.,2016-07-20 18:53:00
16737,10,"스릴, 감동, 재미 다있는 영화. 워킹데드를 능가하는 최고의 작품",2016-07-20 18:53:00
16738,10,평점처음적어볼정도로 영화 잘봤어요 ^^♡,2016-07-20 18:52:00
16739,10,스포할 수는 없지만 진짜 그냥 최고임 와,2016-07-20 18:52:00
16740,9,감동과 스릴이 공존하는 영화~~두시간이라는 시간이 어떻게 가는지 모르게 봤네요.,2016-07-20 18:50:00
16741,10,진짜 생각보다 너무 좋았는데 소희는 연기 안했으면....,2016-07-20 18:48:00
16742,7,마본좌 ㄷㄷㄷ하다. ㅇㄴㅂㄴ,2016-07-20 18:47:00
16743,8,재밌긴 한데... 너무 암유발을 많이 시킴,2016-07-20 18:46:00
16744,5,한국영화가그럼그렇지딱이느낌,2016-07-20 18:45:00
16745,7,후반에 좀어색해지고 결말이너무의미없어...답답한데 그래도 사람이나 좀비나둘다무서운존재임이 느껴졌다 몰입은되는영화!,2016-07-20 18:41:00
16746,10,부산행꼭보세요!!부산행꼭보세요!!,2016-07-20 18:34:00
16747,10,보면서 마치 내가 저기같이 있는것같은 착각이..ㅋㅋㅋ,2016-07-20 18:34:00
16748,10,재미있구만 존나 애새끼들이 예술인이야? 감독이야?하나하나 사소한거 다 OO해 한국 영화 치고는 괜찮구만,2016-07-20 18:34:00
16749,9,스포 안보고 갔는데 만족!! 특히 결말 마음에 듬..,2016-07-20 18:33:00
16750,8,가슴졸이면서 잘봤어요마지막에는  짠하더라고요~~~,2016-07-20 18:33:00
16751,9,이걸 보면 마동석에게 반할 수 있음,2016-07-20 18:32:00
16752,10,배우들연기 모두들 장난아니고요 좀비들도 연기 장난아니고요 그냥 난리나고요,2016-07-20 18:30:00
16753,10,개봉전부터 보고 싶었던 부산행 진짜 대박 대박 진짜 너무 잼있었어요,2016-07-20 18:30:00
16754,7,마지막 공유컷을 잊지 못함 ㅋ,2016-07-20 18:30:00
16755,10,우와 근데 좀비들 연기력이 진짜 대박인듯,2016-07-20 18:29:00
16756,10,배우들 다 좋았어요 공유 마동석 정유미는 물론이고 안소희도 아역도 연기 좋게봤습니다,2016-07-20 18:29:00
16757,10,보고나오니까 다리가 후들거렸어요 ㅎㅎ한국 좀비는 외국영화 좀비보다 안 징그러워요그래도 배경이 우리나라니까 더.. 무서웠습니다.공유 마동석 연기도 좋았어요!!!스토리도 좋았음 .. 영화관에 사람 많았어요대박 조짐입니다.. ,2016-07-20 18:27:00
16758,10,오랜만에 한국서 재미난 재난영화한편 나왔네요영화관같은데 잘안가는 성격인데  이영화 끌림이 확실해서 봤는데  보길잘했다는 생각이 드네요 추천입니다,2016-07-20 18:27:00
16759,5,"후하게 쳐서 5점 줍니다. 짜기만 하던 평론가 점수가 왜이리 높지요? 7점, 8점이라니이라니",2016-07-20 18:26:00
16760,5,미스캐스팅 뽑아봄 공유 딸내미 만두소희,2016-07-20 18:26:00
16761,10,마동석 아저씨 역할 정의롭고 와이프에겐 다정하고 매력넘치는 역할인듯!,2016-07-20 18:25:00
16762,10,잘 만들었네요. 두 번 봄,2016-07-20 18:17:00
16763,10,김의성 없었으면 많이 살수 있었을텐데..,2016-07-20 18:17:00
16764,10,재밌었습니다dd 초반에 좀비들 좀 무서웠는데; 엄청 스릴있고 재밌었어요!!강추에요.,2016-07-20 18:17:00
16765,9,재밌는데? 댓글 덕분에 기대 안하고 가서 그런지 재밌었음,2016-07-20 18:16:00
16766,9,감동적이고 재미있음.꼭 보길,2016-07-20 18:16:00
16767,10,재미 슬픔 분노 무서움 다양한 감정을 느낄 수 있는 영화 추천합니다,2016-07-20 18:16:00
16768,10,스릴있고 공유 마동석 짱 멋짐! 아역도 귀여웠어요 아주아주 재밌네요,2016-07-20 18:11:00
